test_id,source_group,kind,default_stage,applicability_decision,reason,status,evidence_path
BC-174,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-175,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-176,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-177,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-178,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-179,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-180,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-181,Blockchain,atomic-security,17-RECOVERY-OBSERVABILITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-182,Blockchain,atomic-security,17-RECOVERY-OBSERVABILITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-183,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-184,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-185,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-186,Blockchain,atomic-security,17-RECOVERY-OBSERVABILITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-187,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-188,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-189,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-190,Blockchain,atomic-security,15-17-PERFORMANCE-STRESS-RECOVERY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-191,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-192,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-193,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-194,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-195,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-196,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-197,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-198,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-199,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-200,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-201,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
BC-202,Blockchain,atomic-security,12-DYNAMIC-SECURITY,SKIPPED_NOT_APPLICABLE,"Project VECTOR architecture contains no blockchain, wallet, token, or smart-contract subsystem; V-003 must verify repository reality.",PENDING,
E2E-001,E2E,orchestrator,05-SMOKE,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
E2E-002,E2E,orchestrator,06-SANITY,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
E2E-003,E2E,orchestrator,07-FUNCTIONAL-REALITY,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
E2E-004,E2E,orchestrator,08-API-INTEGRATION,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
E2E-005,E2E,orchestrator,11-REGRESSION,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
E2E-006,E2E,orchestrator,13-EXPLORATORY,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
E2E-007,E2E,orchestrator,14-USABILITY-A11Y-DX,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
E2E-008,E2E,orchestrator,15-PERFORMANCE,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
E2E-009,E2E,orchestrator,17-STRESS-CHAOS,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
E2E-010,E2E,orchestrator,18-RECOVERY-DR,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
E2E-011,E2E,orchestrator,19-FINAL-ARTIFACT,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
E2E-012,E2E,orchestrator,09-DATA-SEMANTICS,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
E2E-013,E2E,orchestrator,10-COMPATIBILITY,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
E2E-014,E2E,orchestrator,10-COMPATIBILITY,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
E2E-015,E2E,orchestrator,09-DATA-SEMANTICS,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
E2E-016,E2E,orchestrator,09-DATA-SEMANTICS,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
E2E-017,E2E,orchestrator,09-DATA-SEMANTICS,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
E2E-018,E2E,orchestrator,16-SOAK,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
E2E-019,E2E,orchestrator,12-AI-AGENT-SAFETY,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
E2E-020,E2E,orchestrator,20-UAT-HUMAN,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
SUP-001,Supplemental,production-gate,02-CLAIMS-TRACEABILITY,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
SUP-002,Supplemental,production-gate,02-CLAIMS-TRACEABILITY,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
SUP-003,Supplemental,production-gate,04-BUILD-ARTIFACT-DEPLOYMENT,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
SUP-004,Supplemental,production-gate,04-BUILD-ARTIFACT-DEPLOYMENT,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
SUP-005,Supplemental,production-gate,10-COMPATIBILITY,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
SUP-006,Supplemental,production-gate,09-DATA-SEMANTICS,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
SUP-007,Supplemental,production-gate,10-COMPATIBILITY,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
SUP-008,Supplemental,production-gate,10-COMPATIBILITY,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
SUP-009,Supplemental,production-gate,14-USABILITY-A11Y-DX,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
SUP-010,Supplemental,production-gate,14-USABILITY-A11Y-DX,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
SUP-011,Supplemental,production-gate,18-RECOVERY-DR,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
SUP-012,Supplemental,production-gate,15-PERFORMANCE,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
SUP-013,Supplemental,production-gate,19-FINAL-ARTIFACT,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
SUP-014,Supplemental,production-gate,12-DYNAMIC-SECURITY,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
SUP-015,Supplemental,production-gate,20-UAT-HUMAN,EVALUATE_AT_V003,Apply after repository/capability discovery; registry ID remains mandatory for accounting.,PENDING,
